A,B,C,D,Result
28,86,28,64,0.14244
28,86,28,72,0.12661
28,86,28,84,0.10853
28,86,28,86,0.10600
28,86,28,96,0.09496
28,86,28,100,0.09116
28,86,32,24,0.43411
28,86,32,28,0.37209
28,86,32,32,0.32558
28,86,32,40,0.26047
28,86,32,44,0.23679
28,86,32,48,0.21705
28,86,32,56,0.18605
28,86,32,64,0.16279
28,86,32,72,0.14470
28,86,32,84,0.12403
28,86,32,86,0.12115
28,86,32,96,0.10853
28,86,32,100,0.10419
28,86,40,24,0.54264
28,86,40,28,0.46512
28,86,40,32,0.40698
28,86,40,40,0.32558
28,86,40,44,0.29598
28,86,40,48,0.27132
28,86,40,56,0.23256
28,86,40,64,0.20349
28,86,40,72,0.18088
28,86,40,84,0.15504
28,86,40,86,0.15143
28,86,40,96,0.13566
28,86,40,100,0.13023
28,86,44,24,0.59690
28,86,44,28,0.51163
28,86,44,32,0.44767
28,86,44,40,0.35814
28,86,44,44,0.32558
28,86,44,48,0.29845
28,86,44,56,0.25581
28,86,44,64,0.22384
28,86,44,72,0.19897
28,86,44,84,0.17054
28,86,44,86,0.16658
28,86,44,96,0.14922
28,86,44,100,0.14326
28,86,48,24,0.65116
28,86,48,28,0.55814
28,86,48,32,0.48837
28,86,48,40,0.39070
28,86,48,44,0.35518
28,86,48,48,0.32558
28,86,48,56,0.27907
28,86,48,64,0.24419
28,86,48,72,0.21705
28,86,48,84,0.18605
28,86,48,86,0.18172
28,86,48,96,0.16279
28,86,48,100,0.15628
28,86,56,24,0.75969
28,86,56,28,0.65116
28,86,56,32,0.56977
28,86,56,40,0.45581
28,86,56,44,0.41438
28,86,56,48,0.37984
28,86,56,56,0.32558
28,86,56,64,0.28488
28,86,56,72,0.25323
28,86,56,84,0.21705
28,86,56,86,0.21201
28,86,56,96,0.18992
28,86,56,100,0.18233
28,86,64,24,0.86822
28,86,64,28,0.74419
28,86,64,32,0.65116
28,86,64,40,0.52093
28,86,64,44,0.47357
28,86,64,48,0.43411
28,86,64,56,0.37209
28,86,64,64,0.32558
28,86,64,72,0.28941
28,86,64,84,0.24806
28,86,64,86,0.24229
28,86,64,96,0.21705
28,86,64,100,0.20837
28,86,72,24,0.97674
28,86,72,28,0.83721
28,86,72,32,0.73256
28,86,72,40,0.58605
28,86,72,44,0.53277
28,86,72,48,0.48837
28,86,72,56,0.41860
28,86,72,64,0.36628
28,86,72,72,0.32558
28,86,72,84,0.27907
28,86,72,86,0.27258
28,86,72,96,0.24419
28,86,72,100,0.23442
28,86,84,24,1.13953
28,86,84,28,0.97674
28,86,84,32,0.85465
28,86,84,40,0.68372
28,86,84,44,0.62156
28,86,84,48,0.56977
28,86,84,56,0.48837
28,86,84,64,0.42733
28,86,84,72,0.37984
28,86,84,84,0.32558
28,86,84,86,0.31801
28,86,84,96,0.28488
28,86,84,100,0.27349
28,86,86,24,1.16667
28,86,86,28,1.00000
28,86,86,32,0.87500
28,86,86,40,0.70000
28,86,86,44,0.63636
28,86,86,48,0.58333
28,86,86,56,0.50000
28,86,86,64,0.43750
28,86,86,72,0.38889
28,86,86,84,0.33333
28,86,86,86,0.32558
28,86,86,96,0.29167
28,86,86,100,0.28000
28,86,96,24,1.30233
28,86,96,28,1.11628
28,86,96,32,0.97674
28,86,96,40,0.78140
28,86,96,44,0.71036
28,86,96,48,0.65116
28,86,96,56,0.55814
28,86,96,64,0.48837
28,86,96,72,0.43411
28,86,96,84,0.37209
28,86,96,86,0.36344
28,86,96,96,0.32558
28,86,96,100,0.31256
28,86,100,24,1.35659
28,86,100,28,1.16279
28,86,100,32,1.01744
28,86,100,40,0.81395
28,86,100,44,0.73996
28,86,100,48,0.67829
28,86,100,56,0.58140
28,86,100,64,0.50872
28,86,100,72,0.45220
28,86,100,84,0.38760
28,86,100,86,0.37858
28,86,100,96,0.33915
28,86,100,100,0.32558
28,96,24,24,0.29167
28,96,24,28,0.25000
28,96,24,32,0.21875
28,96,24,40,0.17500
28,96,24,44,0.15909
28,96,24,48,0.14583
28,96,24,56,0.12500
28,96,24,64,0.10938
28,96,24,72,0.09722
28,96,24,84,0.08333
28,96,24,86,0.08140
28,96,24,96,0.07292
28,96,24,100,0.07000
28,96,28,24,0.34028
28,96,28,28,0.29167
28,96,28,32,0.25521
28,96,28,40,0.20417
28,96,28,44,0.18561
28,96,28,48,0.17014
28,96,28,56,0.14583
28,96,28,64,0.12760
28,96,28,72,0.11343
28,96,28,84,0.09722
28,96,28,86,0.09496
28,96,28,96,0.08507
28,96,28,100,0.08167
28,96,32,24,0.38889
28,96,32,28,0.33333
28,96,32,32,0.29167
28,96,32,40,0.23333
28,96,32,44,0.21212
28,96,32,48,0.19444
28,96,32,56,0.16667
28,96,32,64,0.14583
28,96,32,72,0.12963
28,96,32,84,0.11111
28,96,32,86,0.10853
28,96,32,96,0.09722
28,96,32,100,0.09333
28,96,40,24,0.48611
28,96,40,28,0.41667
28,96,40,32,0.36458
28,96,40,40,0.29167
28,96,40,44,0.26515
28,96,40,48,0.24306
28,96,40,56,0.20833
28,96,40,64,0.18229
28,96,40,72,0.16204
28,96,40,84,0.13889
28,96,40,86,0.13566
28,96,40,96,0.12153
28,96,40,100,0.11667
28,96,44,24,0.53472
28,96,44,28,0.45833
28,96,44,32,0.40104
28,96,44,40,0.32083
28,96,44,44,0.29167
28,96,44,48,0.26736
28,96,44,56,0.22917
28,96,44,64,0.20052
28,96,44,72,0.17824
28,96,44,84,0.15278
28,96,44,86,0.14922
28,96,44,96,0.13368
28,96,44,100,0.12833
28,96,48,24,0.58333
28,96,48,28,0.50000
28,96,48,32,0.43750
28,96,48,40,0.35000
28,96,48,44,0.31818
28,96,48,48,0.29167
28,96,48,56,0.25000
28,96,48,64,0.21875
28,96,48,72,0.19444
28,96,48,84,0.16667
28,96,48,86,0.16279
28,96,48,96,0.14583
28,96,48,100,0.14000
28,96,56,24,0.68056
28,96,56,28,0.58333
28,96,56,32,0.51042
28,96,56,40,0.40833
28,96,56,44,0.37121
28,96,56,48,0.34028
28,96,56,56,0.29167
28,96,56,64,0.25521
28,96,56,72,0.22685
28,96,56,84,0.19444
28,96,56,86,0.18992
28,96,56,96,0.17014
28,96,56,100,0.16333
28,96,64,24,0.77778
28,96,64,28,0.66667
28,96,64,32,0.58333
28,96,64,40,0.46667
28,96,64,44,0.42424
28,96,64,48,0.38889
28,96,64,56,0.33333
28,96,64,64,0.29167
28,96,64,72,0.25926
28,96,64,84,0.22222
28,96,64,86,0.21705
28,96,64,96,0.19444
28,96,64,100,0.18667
28,96,72,24,0.87500
28,96,72,28,0.75000
28,96,72,32,0.65625
28,96,72,40,0.52500
28,96,72,44,0.47727
28,96,72,48,0.43750
28,96,72,56,0.37500
28,96,72,64,0.32813
28,96,72,72,0.29167
28,96,72,84,0.25000
28,96,72,86,0.24419
28,96,72,96,0.21875
28,96,72,100,0.21000
28,96,84,24,1.02083
28,96,84,28,0.87500
28,96,84,32,0.76563
28,96,84,40,0.61250
28,96,84,44,0.55682
28,96,84,48,0.51042
28,96,84,56,0.43750
28,96,84,64,0.38281
28,96,84,72,0.34028
28,96,84,84,0.29167
28,96,84,86,0.28488
28,96,84,96,0.25521
28,96,84,100,0.24500
28,96,86,24,1.04514
28,96,86,28,0.89583
28,96,86,32,0.78385
28,96,86,40,0.62708
28,96,86,44,0.57008
28,96,86,48,0.52257
28,96,86,56,0.44792
28,96,86,64,0.39193
28,96,86,72,0.34838
28,96,86,84,0.29861
28,96,86,86,0.29167
28,96,86,96,0.26128
28,96,86,100,0.25083
28,96,96,24,1.16667
28,96,96,28,1.00000
28,96,96,32,0.87500
28,96,96,40,0.70000
28,96,96,44,0.63636
28,96,96,48,0.58333
28,96,96,56,0.50000
28,96,96,64,0.43750
28,96,96,72,0.38889
28,96,96,84,0.33333
28,96,96,86,0.32558
28,96,96,96,0.29167
28,96,96,100,0.28000
28,96,100,24,1.21528
28,96,100,28,1.04167
28,96,100,32,0.91146
28,96,100,40,0.72917
28,96,100,44,0.66288
28,96,100,48,0.60764
28,96,100,56,0.52083
28,96,100,64,0.45573
28,96,100,72,0.40509
28,96,100,84,0.34722
28,96,100,86,0.33915
28,96,100,96,0.30382
28,96,100,100,0.29167
28,100,24,24,0.28000
28,100,24,28,0.24000
28,100,24,32,0.21000
28,100,24,40,0.16800
28,100,24,44,0.15273
28,100,24,48,0.14000
28,100,24,56,0.12000
28,100,24,64,0.10500
28,100,24,72,0.09333
28,100,24,84,0.08000
28,100,24,86,0.07814
28,100,24,96,0.07000
28,100,24,100,0.06720
28,100,28,24,0.32667
28,100,28,28,0.28000
28,100,28,32,0.24500
28,100,28,40,0.19600
28,100,28,44,0.17818
28,100,28,48,0.16333
28,100,28,56,0.14000
28,100,28,64,0.12250
28,100,28,72,0.10889
28,100,28,84,0.09333
28,100,28,86,0.09116
28,100,28,96,0.08167
28,100,28,100,0.07840
28,100,32,24,0.37333
28,100,32,28,0.32000
28,100,32,32,0.28000
28,100,32,40,0.22400
28,100,32,44,0.20364
28,100,32,48,0.18667
28,100,32,56,0.16000
28,100,32,64,0.14000
28,100,32,72,0.12444
28,100,32,84,0.10667
28,100,32,86,0.10419
28,100,32,96,0.09333
28,100,32,100,0.08960
28,100,40,24,0.46667
28,100,40,28,0.40000
28,100,40,32,0.35000
28,100,40,40,0.28000
28,100,40,44,0.25455
28,100,40,48,0.23333
28,100,40,56,0.20000
28,100,40,64,0.17500
28,100,40,72,0.15556
28,100,40,84,0.13333
28,100,40,86,0.13023
28,100,40,96,0.11667
28,100,40,100,0.11200
28,100,44,24,0.51333
28,100,44,28,0.44000
28,100,44,32,0.38500
28,100,44,40,0.30800
28,100,44,44,0.28000
28,100,44,48,0.25667
28,100,44,56,0.22000
28,100,44,64,0.19250
28,100,44,72,0.17111
28,100,44,84,0.14667
28,100,44,86,0.14326
28,100,44,96,0.12833
28,100,44,100,0.12320
28,100,48,24,0.56000
28,100,48,28,0.48000
28,100,48,32,0.42000
28,100,48,40,0.33600
28,100,48,44,0.30545
28,100,48,48,0.28000
28,100,48,56,0.24000
28,100,48,64,0.21000
28,100,48,72,0.18667
28,100,48,84,0.16000
28,100,48,86,0.15628
28,100,48,96,0.14000
28,100,48,100,0.13440
28,100,56,24,0.65333
28,100,56,28,0.56000
28,100,56,32,0.49000
28,100,56,40,0.39200
28,100,56,44,0.35636
28,100,56,48,0.32667
28,100,56,56,0.28000
28,100,56,64,0.24500
28,100,56,72,0.21778
28,100,56,84,0.18667
28,100,56,86,0.18233
28,100,56,96,0.16333
28,100,56,100,0.15680
28,100,64,24,0.74667
28,100,64,28,0.64000
28,100,64,32,0.56000
28,100,64,40,0.44800
28,100,64,44,0.40727
28,100,64,48,0.37333
28,100,64,56,0.32000
28,100,64,64,0.28000
28,100,64,72,0.24889
28,100,64,84,0.21333
28,100,64,86,0.20837
28,100,64,96,0.18667
28,100,64,100,0.17920
28,100,72,24,0.84000
28,100,72,28,0.72000
28,100,72,32,0.63000
28,100,72,40,0.50400
28,100,72,44,0.45818
28,100,72,48,0.42000
28,100,72,56,0.36000
28,100,72,64,0.31500
28,100,72,72,0.28000
28,100,72,84,0.24000
28,100,72,86,0.23442
28,100,72,96,0.21000
28,100,72,100,0.20160
28,100,84,24,0.98000
28,100,84,28,0.84000
28,100,84,32,0.73500
28,100,84,40,0.58800
28,100,84,44,0.53455
28,100,84,48,0.49000
28,100,84,56,0.42000
28,100,84,64,0.36750
28,100,84,72,0.32667
28,100,84,84,0.28000
28,100,84,86,0.27349
28,100,84,96,0.24500
28,100,84,100,0.23520
28,100,86,24,1.00333
28,100,86,28,0.86000
28,100,86,32,0.75250
28,100,86,40,0.60200
28,100,86,44,0.54727
28,100,86,48,0.50167
28,100,86,56,0.43000
28,100,86,64,0.37625
28,100,86,72,0.33444
28,100,86,84,0.28667
28,100,86,86,0.28000
28,100,86,96,0.25083
28,100,86,100,0.24080
28,100,96,24,1.12000
28,100,96,28,0.96000
28,100,96,32,0.84000
28,100,96,40,0.67200
28,100,96,44,0.61091
28,100,96,48,0.56000
28,100,96,56,0.48000
28,100,96,64,0.42000
28,100,96,72,0.37333
28,100,96,84,0.32000
28,100,96,86,0.31256
28,100,96,96,0.28000
28,100,96,100,0.26880
28,100,100,24,1.16667
28,100,100,28,1.00000
28,100,100,32,0.87500
28,100,100,40,0.70000
28,100,100,44,0.63636
28,100,100,48,0.58333
28,100,100,56,0.50000
28,100,100,64,0.43750
28,100,100,72,0.38889
28,100,100,84,0.33333
28,100,100,86,0.32558
28,100,100,96,0.29167
28,100,100,100,0.28000
32,24,24,24,1.33333
32,24,24,28,1.14286
32,24,24,32,1.00000
32,24,24,40,0.80000
32,24,24,44,0.72727
32,24,24,48,0.66667
32,24,24,56,0.57143
32,24,24,64,0.50000
32,24,24,72,0.44444
32,24,24,84,0.38095
32,24,24,86,0.37209
32,24,24,96,0.33333
32,24,24,100,0.32000
32,24,28,24,1.55556
32,24,28,28,1.33333
32,24,28,32,1.16667
32,24,28,40,0.93333
32,24,28,44,0.84848
32,24,28,48,0.77778
32,24,28,56,0.66667
32,24,28,64,0.58333
32,24,28,72,0.51852
32,24,28,84,0.44444
32,24,28,86,0.43411
32,24,28,96,0.38889
32,24,28,100,0.37333
32,24,32,24,1.77778
32,24,32,28,1.52381
32,24,32,32,1.33333
32,24,32,40,1.06667
32,24,32,44,0.96970
32,24,32,48,0.88889
32,24,32,56,0.76190
32,24,32,64,0.66667
32,24,32,72,0.59259
32,24,32,84,0.50794
32,24,32,86,0.49612
32,24,32,96,0.44444
32,24,32,100,0.42667
32,24,40,24,2.22222
32,24,40,28,1.90476
32,24,40,32,1.66667
32,24,40,40,1.33333
32,24,40,44,1.21212
32,24,40,48,1.11111
32,24,40,56,0.95238
32,24,40,64,0.83333
32,24,40,72,0.74074
32,24,40,84,0.63492
32,24,40,86,0.62016
32,24,40,96,0.55556
32,24,40,100,0.53333
32,24,44,24,2.44444
32,24,44,28,2.09524
32,24,44,32,1.83333
32,24,44,40,1.46667
32,24,44,44,1.33333
32,24,44,48,1.22222
32,24,44,56,1.04762
32,24,44,64,0.91667
32,24,44,72,0.81481
32,24,44,84,0.69841
32,24,44,86,0.68217
32,24,44,96,0.61111
32,24,44,100,0.58667
32,24,48,24,2.66667
32,24,48,28,2.28571
32,24,48,32,2.00000
32,24,48,40,1.60000
32,24,48,44,1.45455
32,24,48,48,1.33333
32,24,48,56,1.14286
32,24,48,64,1.00000
32,24,48,72,0.88889
32,24,48,84,0.76190
32,24,48,86,0.74419
32,24,48,96,0.66667
32,24,48,100,0.64000
32,24,56,24,3.11111
32,24,56,28,2.66667
32,24,56,32,2.33333
32,24,56,40,1.86667
32,24,56,44,1.69697
32,24,56,48,1.55556
32,24,56,56,1.33333
32,24,56,64,1.16667
32,24,56,72,1.03704
32,24,56,84,0.88889
32,24,56,86,0.86822
32,24,56,96,0.77778
32,24,56,100,0.74667
32,24,64,24,3.55556
32,24,64,28,3.04762
32,24,64,32,2.66667
32,24,64,40,2.13333
32,24,64,44,1.93939
32,24,64,48,1.77778
32,24,64,56,1.52381
32,24,64,64,1.33333
32,24,64,72,1.18519
32,24,64,84,1.01587
32,24,64,86,0.99225
32,24,64,96,0.88889
32,24,64,100,0.85333
32,24,72,24,4.00000
32,24,72,28,3.42857
32,24,72,32,3.00000
32,24,72,40,2.40000
32,24,72,44,2.18182
32,24,72,48,2.00000
32,24,72,56,1.71429
32,24,72,64,1.50000
32,24,72,72,1.33333
32,24,72,84,1.14286
32,24,72,86,1.11628
32,24,72,96,1.00000
32,24,72,100,0.96000
32,24,84,24,4.66667
32,24,84,28,4.00000
32,24,84,32,3.50000
32,24,84,40,2.80000
32,24,84,44,2.54545
32,24,84,48,2.33333
32,24,84,56,2.00000
32,24,84,64,1.75000
32,24,84,72,1.55556
32,24,84,84,1.33333
32,24,84,86,1.30233
32,24,84,96,1.16667
32,24,84,100,1.12000
32,24,86,24,4.77778
32,24,86,28,4.09524
32,24,86,32,3.58333
32,24,86,40,2.86667
32,24,86,44,2.60606
32,24,86,48,2.38889
32,24,86,56,2.04762
32,24,86,64,1.79167
32,24,86,72,1.59259
32,24,86,84,1.36508
32,24,86,86,1.33333
32,24,86,96,1.19444
32,24,86,100,1.14667
32,24,96,24,5.33333
32,24,96,28,4.57143
32,24,96,32,4.00000
32,24,96,40,3.20000
32,24,96,44,2.90909
32,24,96,48,2.66667
32,24,96,56,2.28571
32,24,96,64,2.00000
32,24,96,72,1.77778
32,24,96,84,1.52381
32,24,96,86,1.48837
32,24,96,96,1.33333
32,24,96,100,1.28000
32,24,100,24,5.55556
32,24,100,28,4.76190
32,24,100,32,4.16667
32,24,100,40,3.33333
32,24,100,44,3.03030
32,24,100,48,2.77778
32,24,100,56,2.38095
32,24,100,64,2.08333
32,24,100,72,1.85185
32,24,100,84,1.58730
32,24,100,86,1.55039
32,24,100,96,1.38889
32,24,100,100,1.33333
32,28,24,24,1.14286
32,28,24,28,0.97959
32,28,24,32,0.85714
32,28,24,40,0.68571
32,28,24,44,0.62338
32,28,24,48,0.57143
32,28,24,56,0.48980
32,28,24,64,0.42857
32,28,24,72,0.38095
32,28,24,84,0.32653
32,28,24,86,0.31894
32,28,24,96,0.28571
32,28,24,100,0.27429
32,28,28,24,1.33333
32,28,28,28,1.14286
32,28,28,32,1.00000
32,28,28,40,0.80000
32,28,28,44,0.72727
32,28,28,48,0.66667
32,28,28,56,0.57143
32,28,28,64,0.50000
32,28,28,72,0.44444
32,28,28,84,0.38095
32,28,28,86,0.37209
32,28,28,96,0.33333
32,28,28,100,0.32000
32,28,32,24,1.52381
32,28,32,28,1.30612
32,28,32,32,1.14286
32,28,32,40,0.91429
32,28,32,44,0.83117
32,28,32,48,0.76190
32,28,32,56,0.65306
32,28,32,64,0.57143
32,28,32,72,0.50794
32,28,32,84,0.43537
32,28,32,86,0.42525
32,28,32,96,0.38095
32,28,32,100,0.36571
32,28,40,24,1.90476
32,28,40,28,1.63265
32,28,40,32,1.42857
32,28,40,40,1.14286
32,28,40,44,1.03896
32,28,40,48,0.95238
32,28,40,56,0.81633
32,28,40,64,0.71429
32,28,40,72,0.63492
32,28,40,84,0.54422
32,28,40,86,0.53156
32,28,40,96,0.47619
32,28,40,100,0.45714
32,28,44,24,2.09524
32,28,44,28,1.79592
32,28,44,32,1.57143
32,28,44,40,1.25714
32,28,44,44,1.14286
32,28,44,48,1.04762
32,28,44,56,0.89796
32,28,44,64,0.78571
32,28,44,72,0.69841
32,28,44,84,0.59864
32,28,44,86,0.58472
32,28,44,96,0.52381
32,28,44,100,0.50286
32,28,48,24,2.28571
32,28,48,28,1.95918
32,28,48,32,1.71429
32,28,48,40,1.37143
32,28,48,44,1.24675
32,28,48,48,1.14286
32,28,48,56,0.97959
32,28,48,64,0.85714
32,28,48,72,0.76190
32,28,48,84,0.65306
32,28,48,86,0.63787
32,28,48,96,0.57143
32,28,48,100,0.54857
32,28,56,24,2.66667
32,28,56,28,2.28571
32,28,56,32,2.00000
32,28,56,40,1.60000
32,28,56,44,1.45455
32,28,56,48,1.33333
32,28,56,56,1.14286
32,28,56,64,1.00000
32,28,56,72,0.88889
32,28,56,84,0.76190
32,28,56,86,0.74419
32,28,56,96,0.66667
32,28,56,100,0.64000
32,28,64,24,3.04762
32,28,64,28,2.61224
32,28,64,32,2.28571
32,28,64,40,1.82857
32,28,64,44,1.66234
32,28,64,48,1.52381
32,28,64,56,1.30612
32,28,64,64,1.14286
32,28,64,72,1.01587
32,28,64,84,0.87075
32,28,64,86,0.85050
32,28,64,96,0.76190
32,28,64,100,0.73143
32,28,72,24,3.42857
32,28,72,28,2.93878
32,28,72,32,2.57143
32,28,72,40,2.05714
32,28,72,44,1.87013
32,28,72,48,1.71429
32,28,72,56,1.46939
32,28,72,64,1.28571
32,28,72,72,1.14286
32,28,72,84,0.97959
32,28,72,86,0.95681
32,28,72,96,0.85714
32,28,72,100,0.82286
32,28,84,24,4.00000
32,28,84,28,3.42857
32,28,84,32,3.00000
32,28,84,40,2.40000
32,28,84,44,2.18182
32,28,84,48,2.00000
32,28,84,56,1.71429
32,28,84,64,1.50000
32,28,84,72,1.33333
32,28,84,84,1.14286
32,28,84,86,1.11628
32,28,84,96,1.00000
32,28,84,100,0.96000
32,28,86,24,4.09524
32,28,86,28,3.51020
32,28,86,32,3.07143
32,28,86,40,2.45714
32,28,86,44,2.23377
32,28,86,48,2.04762
32,28,86,56,1.75510
32,28,86,64,1.53571
32,28,86,72,1.36508
32,28,86,84,1.17007
32,28,86,86,1.14286
32,28,86,96,1.02381
32,28,86,100,0.98286
32,28,96,24,4.57143
32,28,96,28,3.91837
32,28,96,32,3.42857
32,28,96,40,2.74286
32,28,96,44,2.49351
32,28,96,48,2.28571
32,28,96,56,1.95918
32,28,96,64,1.71429
32,28,96,72,1.52381
32,28,96,84,1.30612
32,28,96,86,1.27575
32,28,96,96,1.14286
32,28,96,100,1.09714
32,28,100,24,4.76190
32,28,100,28,4.08163
32,28,100,32,3.57143
32,28,100,40,2.85714
32,28,100,44,2.59740
32,28,100,48,2.38095
32,28,100,56,2.04082
32,28,100,64,1.78571
32,28,100,72,1.58730
32,28,100,84,1.36054
32,28,100,86,1.32890
32,28,100,96,1.19048
32,28,100,100,1.14286
32,32,24,24,1.00000
32,32,24,28,0.85714
32,32,24,32,0.75000
32,32,24,40,0.60000
32,32,24,44,0.54545
32,32,24,48,0.50000
32,32,24,56,0.42857
32,32,24,64,0.37500
32,32,24,72,0.33333
32,32,24,84,0.28571
32,32,24,86,0.27907
32,32,24,96,0.25000
32,32,24,100,0.24000
32,32,28,24,1.16667
32,32,28,28,1.00000
32,32,28,32,0.87500
32,32,28,40,0.70000
32,32,28,44,0.63636
32,32,28,48,0.58333
32,32,28,56,0.50000
32,32,28,64,0.43750
32,32,28,72,0.38889
32,32,28,84,0.33333
32,32,28,86,0.32558
32,32,28,96,0.29167
32,32,28,100,0.28000
32,32,32,24,1.33333
32,32,32,28,1.14286
32,32,32,32,1.00000
32,32,32,40,0.80000
32,32,32,44,0.72727
32,32,32,48,0.66667
32,32,32,56,0.57143
32,32,32,64,0.50000
32,32,32,72,0.44444
32,32,32,84,0.38095
32,32,32,86,0.37209
32,32,32,96,0.33333
32,32,32,100,0.32000
32,32,40,24,1.66667
32,32,40,28,1.42857
32,32,40,32,1.25000
32,32,40,40,1.00000
32,32,40,44,0.90909
32,32,40,48,0.83333
32,32,40,56,0.71429
32,32,40,64,0.62500
32,32,40,72,0.55556
32,32,40,84,0.47619
32,32,40,86,0.46512
32,32,40,96,0.41667
32,32,40,100,0.40000
32,32,44,24,1.83333
32,32,44,28,1.57143
32,32,44,32,1.37500
32,32,44,40,1.10000
32,32,44,44,1.00000
32,32,44,48,0.91667
32,32,44,56,0.78571
32,32,44,64,0.68750
32,32,44,72,0.61111
32,32,44,84,0.52381
32,32,44,86,0.51163
32,32,44,96,0.45833
32,32,44,100,0.44000
32,32,48,24,2.00000
32,32,48,28,1.71429
32,32,48,32,1.50000
32,32,48,40,1.20000
32,32,48,44,1.09091
32,32,48,48,1.00000
32,32,48,56,0.85714
32,32,48,64,0.75000
32,32,48,72,0.66667
32,32,48,84,0.57143
32,32,48,86,0.55814
32,32,48,96,0.50000
32,32,48,100,0.48000
32,32,56,24,2.33333
32,32,56,28,2.00000
32,32,56,32,1.75000
32,32,56,40,1.40000
32,32,56,44,1.27273
32,32,56,48,1.16667
32,32,56,56,1.00000
32,32,56,64,0.87500
32,32,56,72,0.77778
32,32,56,84,0.66667
32,32,56,86,0.65116
32,32,56,96,0.58333
32,32,56,100,0.56000
32,32,64,24,2.66667
32,32,64,28,2.28571
32,32,64,32,2.00000
32,32,64,40,1.60000
32,32,64,44,1.45455
32,32,64,48,1.33333
32,32,64,56,1.14286
32,32,64,64,1.00000
32,32,64,72,0.88889
32,32,64,84,0.76190
32,32,64,86,0.74419
32,32,64,96,0.66667
32,32,64,100,0.64000
32,32,72,24,3.00000
32,32,72,28,2.57143
32,32,72,32,2.25000
32,32,72,40,1.80000
32,32,72,44,1.63636
32,32,72,48,1.50000
32,32,72,56,1.28571
32,32,72,64,1.12500
32,32,72,72,1.00000
32,32,72,84,0.85714
32,32,72,86,0.83721
32,32,72,96,0.75000
32,32,72,100,0.72000
32,32,84,24,3.50000
32,32,84,28,3.00000
32,32,84,32,2.62500
32,32,84,40,2.10000
32,32,84,44,1.90909
32,32,84,48,1.75000
32,32,84,56,1.50000
32,32,84,64,1.31250
32,32,84,72,1.16667
32,32,84,84,1.00000
32,32,84,86,0.97674
32,32,84,96,0.87500
32,32,84,100,0.84000
32,32,86,24,3.58333
32,32,86,28,3.07143
32,32,86,32,2.68750
32,32,86,40,2.15000
32,32,86,44,1.95455
32,32,86,48,1.79167
32,32,86,56,1.53571
32,32,86,64,1.34375
32,32,86,72,1.19444
32,32,86,84,1.02381
32,32,86,86,1.00000
32,32,86,96,0.89583
32,32,86,100,0.86000
32,32,96,24,4.00000
32,32,96,28,3.42857
32,32,96,32,3.00000
32,32,96,40,2.40000
32,32,96,44,2.18182
32,32,96,48,2.00000
32,32,96,56,1.71429
32,32,96,64,1.50000
32,32,96,72,1.33333
32,32,96,84,1.14286
32,32,96,86,1.11628
32,32,96,96,1.00000
32,32,96,100,0.96000
32,32,100,24,4.16667
32,32,100,28,3.57143
32,32,100,32,3.12500
32,32,100,40,2.50000
32,32,100,44,2.27273
32,32,100,48,2.08333
32,32,100,56,1.78571
32,32,100,64,1.56250
32,32,100,72,1.38889
32,32,100,84,1.19048
32,32,100,86,1.16279
32,32,100,96,1.04167
32,32,100,100,1.00000
32,40,24,24,0.80000
32,40,24,28,0.68571
32,40,24,32,0.60000
32,40,24,40,0.48000
32,40,24,44,0.43636
32,40,24,48,0.40000
32,40,24,56,0.34286
32,40,24,64,0.30000
32,40,24,72,0.26667
32,40,24,84,0.22857
32,40,24,86,0.22326
32,40,24,96,0.20000
32,40,24,100,0.19200
32,40,28,24,0.93333
32,40,28,28,0.80000
32,40,28,32,0.70000
32,40,28,40,0.56000
32,40,28,44,0.50909
32,40,28,48,0.46667
32,40,28,56,0.40000
32,40,28,64,0.35000
32,40,28,72,0.31111
32,40,28,84,0.26667
32,40,28,86,0.26047
32,40,28,96,0.23333
32,40,28,100,0.22400
32,40,32,24,1.06667
32,40,32,28,0.91429
32,40,32,32,0.80000
32,40,32,40,0.64000
32,40,32,44,0.58182
32,40,32,48,0.53333
32,40,32,56,0.45714
32,40,32,64,0.40000
32,40,32,72,0.35556
32,40,32,84,0.30476
32,40,32,86,0.29767
32,40,32,96,0.26667
32,40,32,100,0.25600
32,40,40,24,1.33333
32,40,40,28,1.14286
32,40,40,32,1.00000
32,40,40,40,0.80000
32,40,40,44,0.72727
32,40,40,48,0.66667
32,40,40,56,0.57143
32,40,40,64,0.50000
32,40,40,72,0.44444
32,40,40,84,0.38095
32,40,40,86,0.37209
32,40,40,96,0.33333
32,40,40,100,0.32000
32,40,44,24,1.46667
32,40,44,28,1.25714
32,40,44,32,1.10000
32,40,44,40,0.88000
32,40,44,44,0.80000
32,40,44,48,0.73333
32,40,44,56,0.62857
32,40,44,64,0.55000
32,40,44,72,0.48889
32,40,44,84,0.41905
32,40,44,86,0.40930
32,40,44,96,0.36667
32,40,44,100,0.35200
32,40,48,24,1.60000
32,40,48,28,1.37143
32,40,48,32,1.20000
32,40,48,40,0.96000
32,40,48,44,0.87273
32,40,48,48,0.80000
32,40,48,56,0.68571
32,40,48,64,0.60000
32,40,48,72,0.53333
32,40,48,84,0.45714
32,40,48,86,0.44651
32,40,48,96,0.40000
32,40,48,100,0.38400
32,40,56,24,1.86667
32,40,56,28,1.60000
32,40,56,32,1.40000
32,40,56,40,1.12000
